OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
3720243,CA4400604,Water Service Area,CA4400604,BRACKEN BRAE COUNTRY CLUB,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,52,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,395 Burnside Bend, ,BOULDER CREEK,CA  ,95006,24,{CE6E070B-5666-4618-85D5-68F4886EFF64},831-331-3431                  ,nicole.launder@gmail.com,WBT Tool,,Not Verified,,,245612.34903683,1985.31959860558
3720244,CA4400526,Water Service Area,CA4400526,BIG REDWOOD PARK WATER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,182,LPA74 - SANTA CRUZ COUNTY,COMMUNITY,COMMUNITY,18575 Main Blvd, ,LOS GATOS,CA  ,95033,66,{AD768F65-2E14-478A-B243-C17BD783D616},408-621-1712                  ,waldoburford@gmail.com,WBT Tool,,Not Verified,,,681849.41768141,3312.75943414729
3720245,CA2700970,Water Service Area,CA2700970,ROYAL SIERRA ESTATES WS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,5,A ,2016/08/01 07:00:00+00,P ,MONTEREY,36,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,GREENFIELD,CA  ,93927,19,{4B87A193-C5EB-4E42-B493-51092BE9B9C6},831-737-0490                  ,professorcs1@aol.com,WBT Tool,,Not Verified,,,81166.879366115,1373.14902623106
3720246,CA3700900,Water Service Area,CA3700900,LAKE HENSHAW RESORT INC.,EPA\GISService,2024/11/08 01:29:00+00,EPA\GISService,2024/11/08 01:29:00+00,40023,A ,2016/08/02 07:00:00+00,P ,SAN DIEGO,9913,DISTRICT 14 - SAN DIEGO,COMMUNITY,COMMUNITY,26439 HWY 76, ,SANTA YSABEL,CA  ,92070,112,{A9F1150E-A003-45B9-91EA-0DE83132BE99},760-782-3501                  ,janicemendenhall@yahoo.com,KMZ,2024/11/07 08:00:00+00,Verified,TGresham,District / LPA staff member,735966.24398019,3761.8967316745
3720247,CA4901336,Water Service Area,CA4901336,MERRIAM WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,7,A ,2011/03/14 07:00:00+00,P ,SONOMA,50,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,11650 Los Amigos Road, ,HEALDSBURG,CA  ,95448,4,{B74C3BE1-0936-414A-88D9-EAB5B3D8B025},978-352-8155                  ,peter@merriamvineyards.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,77854.845019465,1210.35524515873
3720248,CA4000203,Water Service Area,CA4000203,IRISH HILLS MUTUAL WATER CO,EPA\GISService,2024/11/08 08:34:46+00,EPA\GISService,2024/11/08 08:34:46+00,40024,A ,2016/08/08 07:00:00+00,P ,SAN LUIS OBISPO,135,LPA70 - SAN LUIS OBISPO COUNTY,COMMUNITY,COMMUNITY,215 VIA LAGUNA VISTA, ,SAN LUIS OBISPO,CA  ,93405,58,{C04F7D0E-78DE-48A7-A391-1695BC21A224},805-546-1305                  ,davidchivens@gmail.com,Shapefile,2024/11/07 08:00:00+00,Verified,J. Bird,State Board staff member,1405303.86775502,5317.81010578176
3720249,CA4800511,Water Service Area,CA4800511,COLLINSVILLE WATER WORKS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,9,A ,2022/08/11 07:00:00+00,P ,SOLANO,25,DISTRICT 04 - SAN FRANCISCO,COMMUNITY,COMMUNITY,1105 COLLINSVILLE ROAD, ,BIRDS LANDING,CA  ,94585,15,{C92A93E6-9FDF-4E48-91F2-FD290E63B6D9},209-607-0011                  ,collinsvillewaterworks@yahoo.com,WBT Tool,,Not Verified,,,179270.761033615,1837.29030160936
3720250,CA5800832,Water Service Area,CA5800832,CASTLEWOOD MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,10,A ,2016/07/28 07:00:00+00,P ,YUBA,200,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,6057 GRIFFITH AVE, ,E. LINDA,CA  ,95901,88,{DB3842A5-2EA2-4796-A0B1-377EAB4A002D},530-635-3810                  ,verda2743@aol.com,WBT Tool,,Not Verified,,,85288.591703805,1303.17879380912
3720251,CA4000507,Water Service Area,CA4000507,GARDEN FARMS C.W.D.,EPA\GISService,2024/11/08 08:40:09+00,EPA\GISService,2024/11/08 08:40:09+00,40026,A ,2016/08/08 07:00:00+00,P ,SAN LUIS OBISPO,440,LPA70 - SAN LUIS OBISPO COUNTY,COMMUNITY,COMMUNITY,17005 WALNUT AVE, ,ATASCADERO,CA  ,93422,117,{CC83DA49-3400-4CAB-8D7F-65B97B8AEA94},805-674-6136                  ,manager@gfcwd.org,Shapefile,2024/11/07 08:00:00+00,Verified,J. Bird,State Board staff member,1152979.08372659,6332.14441893213
3720252,CA2701630,Water Service Area,CA2701630,PRUNEDALE CHEVRON WS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,12,A ,2016/08/01 07:00:00+00,P ,MONTEREY,35,LPA57 - MONTEREY COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,8695 Prunedale North Road, ,PRUNEDALE,CA  ,93907,1,{018C9826-A074-4F20-97F2-E06836FBC3F5},510-633-2338                  ,,WBT Tool,,Not Verified,,,10934.060872805,422.071786684712
3720253,CA3600399,Water Service Area,CA3600399,PARADISE MOBILE ESTATES,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,13,A ,2016/08/08 07:00:00+00,P ,SAN BERNARDINO,190,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,24046 HWY 18, ,APPLE VALLEY,CA  ,92307,38,{B51B5639-CC09-4B05-B2BA-C685AA52CD1B},949-496-0893                  ,normaillu@cox.net,WBT Tool,,Not Verified,,,54429.090854475,1015.63886921616
3720254,CA4000563,Water Service Area,CA4000563,HIGUERA APARTMENTS,EPA\GISService,2024/11/08 08:42:10+00,EPA\GISService,2024/11/08 08:42:10+00,40027,A ,2016/08/08 07:00:00+00,P ,SAN LUIS OBISPO,30,LPA70 - SAN LUIS OBISPO COUNTY,COMMUNITY,COMMUNITY,4320 South Higuera Street, ,SAN LUIS OBISPO,CA  ,93401,24,{BC611FA7-9A5E-41AA-8978-37346EFAC751},805-541-6882                  ,rschriner@hotmail.com,Shapefile,2024/11/07 08:00:00+00,Verified,J. Bird,State Board staff member,20364.7893458,658.975815331913
3720255,CA4900981,Water Service Area,CA4900981,PEDRONCELLI WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,16,A ,1985/04/12 08:00:00+00,P ,SONOMA,25,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1220 Canyon Road, ,GEYSERVILLE,CA  ,95441,12,{DE2AD754-968B-4A91-AAA1-46297D944814},707-857-3531                  ,lance@pedroncelli.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,615914.059946025,4715.38222445936
3720256,CA3400179,Water Service Area,CA3400179,MC CLELLAN MHP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,18,A ,2016/08/08 07:00:00+00,P ,SACRAMENTO,700,LPA64 - SACRAMENTO COUNTY,COMMUNITY,COMMUNITY,5050 ROSEVILLE RD, ,NORTH HIGHLANDS,CA  ,95660,199,{F6B5220F-1860-45F0-9290-4FDB5D62178F},916-332-0812                  ,laurie@boavidamhp.com,WBT Tool,,Not Verified,,,92119.00415942,1311.08091724949
3720257,CA1500485,Water Service Area,CA1500485,ANTELOPE VALLEY MOBILE ESTATES,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,20,A ,1979/03/22 08:00:00+00,P ,KERN,60,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,470 20TH STREET W, ,ROSAMOND,CA  ,93560,28,{053B6463-77D4-4295-A915-F3C08FDD80F3},949-579-9811                  ,antelopevalleymhp@gmail.com,WBT Tool,,Not Verified,,,18090.3478706,548.913501839634
3720258,CA4400825,Water Service Area,CA4400825,ROARING CAMP RAILROAD INC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,21,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,193,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,5401 Graham Hill Rd, ,FELTON,CA  ,95018,22,{3AED348C-C8C8-4E5E-9FDB-6E7CC241FAD4},831-440-9915                  ,Mike@roaringcamp.com,WBT Tool,,Not Verified,,,54016.263068735,939.31803543454
3720259,CA4400717,Water Service Area,CA4400717,KENNOLYN CAMP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,22,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,239,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,8400 Glen Haven Rd, ,SOQUEL,CA  ,95073,25,{487A94B9-6CA0-4852-BDA1-752EB91FA471},831-479-6714                  ,facilities@kennolyn.com,WBT Tool,,Not Verified,,,2472.644753505,209.928635856409
3720260,CA4400726,Water Service Area,CA4400726,SEVENTH DAY ADVENTIST CAMP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,23,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,578,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1931 Soquel San Jose Rd, ,SOQUEL,CA  ,95073,202,{2C2E1D11-3FA8-4EEA-AFCD-6134FEE8EEA7},831-464-4936                  ,tgallemore@cccsda.org,WBT Tool,,Not Verified,,,45513.57808818,897.817475130008
3720261,CA4400774,Water Service Area,CA4400774,SANTA CRUZ KOA CAMPGROUNDS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,24,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,110,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1186 San Andreas Rd, ,WATSONVILLE,CA  ,95076,235,{2241A8BE-D1EA-4077-890D-7ABC8AFF7F1E},831-722-0551                  ,skohl@koa.net,WBT Tool,,Not Verified,,,6086.43078319,311.52348085813
3720263,CA4400823,Water Service Area,CA4400823,SPRING HILLS GOLF COURSE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,26,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,62,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,501 Spring Hills Dr, ,WATSONVILLE,CA  ,95076,2,{84A551E1-63F0-4CD3-8863-D29041BAC139},831-246-0239                  ,amy@springhillsgolf.com,WBT Tool,,Not Verified,,,34444.776738745,743.224503796993
3720264,CA4400851,Water Service Area,CA4400851,KIM SON MONASTERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,27,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,55,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,574 Summit Rd, ,WATSONVILLE,CA  ,95076,2,{8A3AF964-95E8-448C-96A2-57E69F7FC26E},408-848-1541                  ,tvkimson@yahoo.com,WBT Tool,,Not Verified,,,28116.97130284,658.417664951538
3720265,CA4400764,Water Service Area,CA4400764,MOUNT MADONNA CENTER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,28,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,170,LPA74 - SANTA CRUZ COUNTY,COMMUNITY,COMMUNITY,445 Summit Rd, ,WATSONVILLE,CA  ,95076,31,{2DB2A95A-D530-4B8F-B8AF-4770542DDCDF},408-639-3165                  ,soma@mountmadonna.org,WBT Tool,,Not Verified,,,25288.0006582,656.911628130957
3720266,CA1000097,Water Service Area,CA1000097,FCPG/LOST LAKE RECREATION AREA,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,29,A ,1979/03/22 08:00:00+00,L ,FRESNO,109,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,FRIANT RD & LOST LAKE RD, ,FRIANT,CA  ,93626,20,{FA146799-B9F5-4FAF-A547-992857800A7A},559-600-4308                  ,cbernal@fresnocountyca.gov,WBT Tool,,Not Verified,,,6637958.15000016,13809.2412972699
3720267,CA4901411,Water Service Area,CA4901411,ROTH WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,30,A ,2014/04/10 07:00:00+00,L ,SONOMA,25,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,10309 Chalk Hill Road, ,HEALDSBURG,CA  ,95448,2,{418440D8-1132-4325-9750-182705E5A2D7},707-657-4847                  ,dholbrook@foleyfamilywines.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,19932.67659641,570.453467604644
3720268,CA3010068,Water Service Area,CA3010068,EAST ORANGE COUNTY WD - RZ,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,31,A ,1976/01/01 08:00:00+00,L ,ORANGE,3222,DISTRICT 08 - SANTA ANA,COMMUNITY,COMMUNITY,185 NORTH MCPHERSON ROAD, ,ORANGE,CA  ,92869,1209,{568C09CA-97BF-400D-8527-3B68BAC62D1A},714-538-5815                  ,dyoungblood@eocwd.com,WBT Tool,,Not Verified,,,3625544.69640304,9266.10141132626
3720269,CA4000851,Water Service Area,CA4000851,CHAMISAL VINEYARDS,EPA\GISService,2024/11/20 08:17:03+00,EPA\GISService,2024/11/20 08:17:03+00,40029,A ,2024/10/15 07:00:00+00,P ,SAN LUIS OBISPO,40,LPA70 - SAN LUIS OBISPO COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,,,,,,2,{0A41ED4E-E72E-4AF1-90EA-8B92D4848544},805-541-9463                  ,brianne.engles@chamisalvineyards.com,Shapefile,2024/11/19 08:00:00+00,Verified,B. Whetsler,District / LPA staff member,805604.1578743,4480.07825101432
3720270,CA3600087,Water Service Area,CA3600087,DEER LODGE WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,34,A ,2016/08/08 07:00:00+00,P ,SAN BERNARDINO,845,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,DEER LODGE PARK, ,LAKE ARROWHEAD,CA  ,92352,195,{685300AE-6A10-4682-9ED3-690C802BDADD},909-336-7165                  ,moconnell@lakearrowheadcsd.com,WBT Tool,2020/05/28 14:00:00+00,Verified,C. Cerri,Water System representative,892400.6769334,4180.85648356679
3720271,CA5400602,Water Service Area,CA5400602,EAGLE'S NEST RESORT,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/02/05 06:58:04+00,35,A ,2014/04/28 07:00:00+00,P ,TULARE,60,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,27798 Highway 190, ,PORTERVILLE,CA  ,93257,78,{D9FB90EC-3E95-4C0D-81DE-DED2DCB12182},559-784-3948                  ,valarie.bowker1021@email.portervillecollege.edu,WBT Tool,2021/02/04 08:00:00+00,Verified,JAutry,State Board staff member,27512.208733685,753.372447520264
3720272,CA4500038,Water Service Area,CA4500038,DARRAH SPRINGS FISH HATCHERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,37,A ,1976/01/01 08:00:00+00,S ,SHASTA,20,DISTRICT 02 - LASSEN,NON-PUBLIC,STATE SMALL WATER SYSTEM, ,OFF WILDCAT ROAD NORTH OF BATTLE CREEK,PAYNES CREEK,CA  ,96075,12,{F5D4C603-8FA4-4255-BADD-915C78969380},530-474-3141                  ,george.parker@wildlife.ca.gov,WBT Tool,2019/09/02 07:00:00+00,Verified,K. Connaughton,District / LPA staff member,579678.666687035,3275.30089747283
3720273,CA5000071,Water Service Area,CA5000071,TWIN CYPRESS MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2024/02/14 03:30:14+00,38,A ,2016/07/21 07:00:00+00,P ,STANISLAUS,112,LPA80 - STANISLAUS COUNTY,COMMUNITY,COMMUNITY,16300 ORANGE BLOSSOM ROAD, ,OAKDALE,CA  ,95361,45,{375B42A2-1AA4-4E77-B3BE-783483E4A39E},209-568-3765                  ,1unitypropertysolutions@gmail.com,WBT Tool,2024/02/13 16:00:00+00,Verified,S. Hedge,Water System representative,43541.226779675,893.812713257617
3720274,CA5700712,Water Service Area,CA5700712,CAL AM - DUNNIGAN,EPA\GISService,2024/11/20 08:18:41+00,EPA\GISService,2024/11/20 08:18:41+00,40030,A ,2016/08/08 07:00:00+00,P ,YOLO,602,LPA87 - YOLO COUNTY,COMMUNITY,COMMUNITY,5130 CR 99W, ,DUNNIGAN,CA  ,95937,175,{40F48FFD-677B-42B0-8599-BA961A2AF0C1},916-568-4278                  ,audie.foster@amwater.com,Shapefile,2024/11/19 08:00:00+00,Verified,T. Yu,District / LPA staff member,292417.537023275,2155.68082027748
3720275,CA1910194,Water Service Area,CA1910194,ROWLAND WATER DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2023/10/05 05:27:06+00,40,A ,1976/01/01 08:00:00+00,L ,LOS ANGELES,54660,DISTRICT 22 - ANGELES,COMMUNITY,COMMUNITY,3021 SOUTH FULLERTON ROAD, ,ROWLAND HEIGHTS,CA  ,91748,13514,{2297A0CA-B1E8-43BB-B2A2-C8A2252C21BB},562-697-1726                  ,DMOISIO@RWD.ORG,WBT Tool,2023/10/04 14:00:00+00,Verified,D. Moisio,Water System representative,58384670.2714125,43479.7634546314
3720276,CA5700554,Water Service Area,CA5700554,CAMPERS INN - RV & GOLF COURSE,EPA\GISService,2024/11/20 08:34:43+00,EPA\GISService,2024/11/20 08:34:43+00,40031,A ,2016/08/08 07:00:00+00,P ,YOLO,140,LPA87 - YOLO COUNTY,COMMUNITY,COMMUNITY,2501 RD 88, ,DUNNIGAN,CA  ,95937,69,{D3379972-3C67-4C81-A329-8D804EE49947},650-291-6947                  ,producerii@sbcglobal.net,Shapefile,2024/11/19 08:00:00+00,Verified,J. Bird,State Board staff member,156254.3995842,2017.73226035683
3720277,CA4901384,Water Service Area,CA4901384,DUTTON RANCH CORPORATION,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,42,A ,2010/09/28 07:00:00+00,L ,SONOMA,75,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3100 Gravenstein N Highway, ,SEBASTOPOL,CA  ,95472,2,{7E4FC88D-4175-4D84-BC0A-364C8922C163},707-823-0448                  ,steve@duttonranch.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,13478.609600165,499.935667181971
3720278,CA5400744,Water Service Area,CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/02/05 06:56:13+00,43,A ,2014/04/28 07:00:00+00,P ,TULARE,40,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,42156 EGGERS DR, ,THREE RIVERS,CA  ,93271,15,{5CDE6449-5CAB-4AED-805B-092AE05FADCC},559-320-6470                  ,deangallego4@gmail.com,WBT Tool,2021/02/04 08:00:00+00,Verified,JAutry,State Board staff member,163598.618118665,2028.44978546149
3720279,CA4400557,Water Service Area,CA4400557,ST FRANCIS TRACT WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,44,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,118,LPA74 - SANTA CRUZ COUNTY,COMMUNITY,COMMUNITY,121 Delaney Ave, ,WATSONVILLE,CA  ,95076,29,{A3D628CF-EDF7-44F8-A449-742223D995AC},831-684-0477                  ,stfrancistractwater@gmail.com,WBT Tool,,Not Verified,,,103560.198064245,2572.93860163505
3720280,CA2700541,Water Service Area,CA2700541,DEL MONTE FARMS RD WS #03,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,45,A ,2016/08/01 07:00:00+00,P ,MONTEREY,55,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY,15829 DEL MONTE FARMS RD, ,CASTROVILLE,CA  ,95012,16,{32905231-EF1C-4700-92A6-F122C293982A},831-663-5290                  ,CURTLYKE@AOL.COM,WBT Tool,,Not Verified,,,85880.345646265,1808.63642116308
3720281,CA1510702,Water Service Area,CA1510702,EDWARDS AFB - AIR FORCE RESEARCH LAB,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,46,A ,1976/01/01 08:00:00+00,F ,KERN,469,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,40 N. WOLFE AVE., ,EDWARDS AIR FORCE BASE,CA  ,93524,117,{765A4286-CABB-4974-98F0-B1187F1891EA},661-275-2190                  ,mark.edwards@us.af.mil,WBT Tool,,Not Verified,,,66864.38700413,1009.5142448315
3720282,CA4000653,Water Service Area,CA4000653,RANCHO COLINA MOBILE HOME PARK,EPA\GISService,2024/11/21 08:35:57+00,EPA\GISService,2024/11/21 08:35:57+00,40338,A ,2016/08/08 07:00:00+00,P ,SAN LUIS OBISPO,249,LPA70 - SAN LUIS OBISPO COUNTY,COMMUNITY,COMMUNITY,1045 Atascadero Road, ,MORRO BAY,CA  ,93442,127,{6EE2959C-3AB3-4FA8-9889-00173A71CB73},805-772-3414                  ,me_toshua@yahoo.com,Shapefile,2024/11/20 08:00:00+00,Verified,J. Bird,District / LPA staff member,1281563.08551294,5205.01900857486
3720283,CA1800560,Water Service Area,CA1800560,MOUNTAIN MEADOW RANCH,EPA\GISService,2024/11/21 07:46:47+00,EPA\GISService,2024/11/21 07:46:47+00,39708,A ,2024/10/23 07:00:00+00,P ,LASSEN,25,DISTRICT 02 - LASSEN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,704-950 WINGFIELD ROAD, ,SUSANVILLE,CA  ,96130,1,{44257C30-6076-4E03-9996-685AF27438BE},530-310-9281                  ,whitestone102@gmail.com,KMZ,2024/11/20 08:00:00+00,Verified,M. Opalenik,District / LPA staff member,410961.545343255,2906.65247276046
3720284,CA1900901,Water Service Area,CA1900901,FIRE SUPPRESSION CAMP #19,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,50,A ,2015/11/04 08:00:00+00,L ,LOS ANGELES,125,DISTRICT 16 - CENTRAL,COMMUNITY,COMMUNITY,FORESTER & FIRE WARDEN,22550 EAST FORK RD,AZUSA,CA  ,91702,1,{56A004A0-E473-4F7D-A10D-60AC1638B43C},323-881-2462                  ,Thomas.Brown@fire.lacounty.gov,WBT Tool,,Not Verified,,,54009.689124295,987.336851839015
3720285,CA1800582,Water Service Area,CA1800582,LASSEN RV PARK & CAMPGROUND,EPA\GISService,2024/11/21 07:48:27+00,EPA\GISService,2024/11/21 07:48:27+00,40337,A ,2024/09/16 07:00:00+00,P ,LASSEN,25,DISTRICT 02 - LASSEN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY, ,548-335 OLD HIGHWAY ROAD,MCARTHUR,CA  ,96056,1,{9381C512-655F-42F1-A328-735F6BFAF02E},530-336-5657                  ,info@lassenrvparkcampground.com,KMZ,2024/11/20 08:00:00+00,Verified,M. Opalenik,District / LPA staff member,505818.395824015,2931.80990307495
3720286,CA0707523,Water Service Area,CA0707523,BETHEL ISLAND ESTATES,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,53,A ,2016/05/10 07:00:00+00,P ,CONTRA COSTA,200,LPA37 - CONTRA COSTA COUNTY,COMMUNITY,COMMUNITY,4400 GATEWAY RD, ,BETHEL ISLAND,CA  ,94511,62,{FCACEA34-1B21-4385-B31A-8EBB703683B9},916-569-8394                  ,brock@montechristomh.com,WBT Tool,,Not Verified,,,40972.49563051,886.610458967857
3720287,CA5210002,Water Service Area,CA5210002,GERBER LAS FLORES CSD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,54,A ,1979/03/22 08:00:00+00,P ,TEHAMA,1200,DISTRICT 21 - VALLEY,COMMUNITY,COMMUNITY,331 San Benito Ave, ,GERBER,CA  ,96035,401,{EABE7E45-C116-46E0-8B29-71B2EEB90ABB},530-385-1904                  ,rooneymurphy@gmail.com,WBT Tool,,Not Verified,,,3783469.62117758,8272.56434995782
3720288,CA4400907,Water Service Area,CA4400907,SWANTON BERRY FARM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,55,A ,2017/03/23 07:00:00+00,P ,SANTA CRUZ,25,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,25 Swanton Rd, ,DAVENPORT,CA  ,95017,3,{CAD2311F-D4A4-4D2D-A687-E08DAC997DA9},831-325-7452                  ,bear@swantonberryfarm.com,WBT Tool,,Not Verified,,,23868.23176637,643.094324325011
3720289,CA2900502,Water Service Area,CA2900502,FLORISTON WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,56,A ,2016/08/08 07:00:00+00,P ,NEVADA,110,LPA59 - NEVADA COUNTY,COMMUNITY,COMMUNITY,22261 Juniper St, ,FLORISTON,CA  ,96111,45,{075DF4DE-4B4E-46BD-B12C-7F03CDDA5D6A},530-414-4740                  ,secondamendmentjewelry@gmail.com,WBT Tool,,Not Verified,,,108434.80497975,1665.40097210512
